,category,barcode,brand,title,components,url,description,Рекомендации: для кожи головы и типа волос,Фото банки,тип волос,тип кожи,рекомендация,тип волос,тип кожи,фиксация
,Шампунь,8034063520542,NOAH FOR YOUR NATURAL BEAUTY ,Шампунь для окрашенных волос 250мл,"AQUA [WATER], SODIUM COCO-SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, SODIUM OLIVAMPHOACETATE, DECYL GLUCOSIDE, MYRISTYL LACTATE, DICAPRYLYL ETHER, GLYCERIN, GLYCERYL OLEATE, HYDROLYZED RICE PROTEIN, HELIANTHUS ANNUUS SEED EXTRACT [HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT, ORIGANUM MAJORANA LEAF OIL, AMYRIS BALSAMIFERA BARK OIL, CANANGA ODORATA FLOWER OIL, TETRASODIUM GLUTAMATE DIACETATE, CITRIC ACID, DEHYDROACETIC ACID, BENZOIC ACID, PHENOXYETHANOL, LINALOOL.",https://www.letu.ru/product/noah-for-your-natural-beauty-shampun-dlya-okrashennyh-volos/125600039,"Шампунь без силиконов, разработанный специально для защиты цвета волос. Специальный продукт, который защищает и увлажняет волосы после химических процедур. Он реструктурирует и восстанавливает поврежденные волосы, создавая естественную защитную пленку, придавая волосам объем, мягкость, эластичность и блеск.",,https://www.letu.ru/common/img/pim/2023/09/EX_7040972a-1e3a-4ae3-bd5d-8ac8e77bc36d.jpg,,,,,,
,Шампунь,8034063520573,NOAH FOR YOUR NATURAL BEAUTY ,Шампунь для окрашенных волос 1000мл,"AQUA [WATER], SODIUM COCO-SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, SODIUM OLIVAMPHOACETATE, DECYL GLUCOSIDE, MYRISTYL LACTATE, DICAPRYLYL ETHER, GLYCERIN, GLYCERYL OLEATE, HYDROLYZED RICE PROTEIN, HELIANTHUS ANNUUS SEED EXTRACT [HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT, ORIGANUM MAJORANA LEAF OIL, AMYRIS BALSAMIFERA BARK OIL, CANANGA ODORATA FLOWER OIL, TETRASODIUM GLUTAMATE DIACETATE, CITRIC ACID, DEHYDROACETIC ACID, BENZOIC ACID, PHENOXYETHANOL, LINALOOL.",https://www.letu.ru/product/noah-for-your-natural-beauty-shampun-dlya-okrashennyh-volos/125600039/sku/140900050,"Шампунь без силиконов, разработанный специально для защиты цвета волос. Специальный продукт, который защищает и увлажняет волосы после химических процедур. Он реструктурирует и восстанавливает поврежденные волосы, создавая естественную защитную пленку, придавая волосам объем, мягкость, эластичность и блеск.",,https://www.letu.ru/common/img/pim/2023/09/EX_ebe82635-30b4-4215-aa21-ccdf8816a2c9.jpg,,,,,,
,Шампунь,8034063522010,NOAH FOR YOUR NATURAL BEAUTY ,Шампунь для волос 250мл,"AQUA, SODIUM COCO-SULFATE, COCAMIDOPROPYL BETAINE, ALOE BARBADENSIS LEAF JUICE (*), SODIUM COCOYL HYDROLYZED WHEAT PROTEIN, SODIUM OLIVAMPHOACETATE, MORINGA OLEIFERA SEED EXTRACT, MYRISTYL LACTATE, GLYCERIN, DECYL GLUCOSIDE, DICAPRYLYL ETHER, GLYCERYL OLEATE, PARFUM, SODIUM CHLORIDE, CITRIC ACID, PHENOXYETHANOL, BENZOIC ACID, DEHYDROACETIC ACID, TETRASODIUM GLUTAMATE DIACETATE. * FROM ORGANIC FARMING.",https://www.letu.ru/product/noah-for-your-natural-beauty-shampun-dlya-volos/125600063,Шампунь для волос с эффектом детокс мягко очищает кожу головы и защищает волосы от вредного воздействия окружающей среды. Шампунь придает волосом великолепный объем и блеск.,,https://www.letu.ru/common/img/pim/2023/09/EX_0d1e54a2-a238-4658-90bd-62c6ddb93f4b.jpg,,,,,,
,Стайлинг,8034063521341,NOAH FOR YOUR NATURAL BEAUTY ,Спрей для окрашенных волос,"AQUA [WATER], PHENOXYETHANOL, CAPRYLYL/CAPRYL GLUCOSIDE, PARFUM [FRAGRANCE], GLYCERIN, HELIANTHUS ANNUUS SEED EXTRACT [HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT], BENZOIC ACID, DECYL GLUCOSIDE, GLUCOSE, DEHYDROACETIC ACID, SORBITOL, SODIUM GLUTAMATE, SODIUM HYDROXIDE, TRIDECANE, UNDECANE, UREA, GLYCINE, HYDROLYZED WHEAT PROTEIN, LACTIC ACID, SODIUM PCA, PANTHENOL.",https://www.letu.ru/product/noah-for-your-natural-beauty-sprei-dlya-okrashennyh-volos/125600054,"Спрей для окрашенных волос защищает их, сохраняя более насыщенный оттенок цвета надолго. Фитоцерамид подсолнечника предотвращает изменение оттенка волос и потерю цвета, придавая мгновенный блеск.",,https://www.letu.ru/common/img/pim/2023/09/EX_3dc6b586-19dd-4f17-af26-a18e99d3f629.jpg,,,,,,
,Бальзам,8034063521181,NOAH FOR YOUR NATURAL BEAUTY ,Спрей для волос питательный с листьями фундука 150мл,"AQUA [WATER], GLYCERIN, COCO-CAPRYLATE, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, CORYLUS AVELLANA LEAF EXTRACT [CORYLUS AVELLANA (HAZEL) LEAF EXTRACT]*, ADANSONIA DIGITATA PULP EXTRACT, POTASSIUM CETYL PHOSPHATE, PROPANEDIOL, DICAPRYLYL ETHER, LAURYL ALCOHOL, PHENETHYL ALCOHOL, CETYL ALCOHOL, PARFUM [FRAGRANCE], UNDECYL ALCOHOL, CITRIC ACID, TOCOPHEROL, SODIUM BENZOATE, POTASSIUM SORBATE.",https://www.letu.ru/product/noah-for-your-natural-beauty-sprei-dlya-volos-pitatelnyi-s-listyami-funduka/127500157,"Спрей для волос с листьями фундука хорошо питает и увлажняет волосы. Благодаря своему уникальному составу, спрей делает волосы мягкими до самых кончиков.",,https://www.letu.ru/common/img/pim/2023/09/EX_2881c2e3-7d16-4b26-9230-2047d61f9de3.jpg,,,,,,
,Бальзам,713708723422,Petal Fresh,Кондиционер для волос с экстрактами граната и ягод асаи,"AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE (DERIVED FROM COCONUT OIL), GLYCERIN (DERIVED FROM VEGETABLE OIL), BEHENYL ALCOHOL (DERIVED FROM COCONUT OIL), CETEARYL ALCOHOL (DERIVED FROM COCONUT OIL), CETYL ALCOHOL (DERIVED FROM COCONUT OIL), STEARYL ALCOHOL (DERIVED FROM COCONUT OIL), HYDROXYPROPYL METHYLCELLULOSE (DERIVED FROM COTTON FIBER), *OLEA EUROPAEA (OLIVE) FRUIT OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE (VITAMIN E), PANTHENOL (VITAMIN B5), *PUNICA GRANATUM (POMEGRANATE) EXTRACT, *EUTERPE OLERACEA (ACAI) FRUIT EXTRACT, *SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, ORBIGNYA OLEIFERA (BABASSU) SEED OIL, *TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT, *ACHILLEA MILLEFOLIUM (YARROW) EXTRACT, *EQUISETUM ARVENSE (HORSETAIL) EXTRACT, *ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, *ALTHAEA OFFICINALIS (MARSHMALLOW) ROOT EXTRACT, *CHAMOMILLA RECUTITA (CHAMOMILE) FLOWER EXTRACT, *MELISSA OFFICINALIS (LEMON BALM) LEAF EXTRACT, *THYMUS VULGARIS (THYME) EXTRACT, DEHYDROACETIC ACID (DERIVED FROM CANE SUGAR), ETHYLHEXYLGLYCERIN (DERIVED FROM VEGETABLE OIL), **FRAGRANCE. *CERTIFIED ORGANIC INGREDIENTS. **NATURAL FRAGRANCE WITH ESSENTIAL OILS.",https://www.letu.ru/product/petal-fresh-konditsioner-dlya-volos-s-ekstraktami-granata-i-yagod-asai/59300026,"Кондиционер с экстрактом граната и ягод асаи из линии Petal Fresh ухаживает за Вашими волосами с помощью натуральных компонентов. Формула без содержания сульфатов способствует сохранению насыщенного и сияющего цвета окрашенных волос. Кроме того, входящие в состав формулы Petal Fresh ингредиенты оказывают очень мягкое действие, обеспечивая окрашенным волосам дополнительное увлажнение, в котором они так нуждаются. Кондиционер способствует максимальной защите цвета окрашенных волос. Формулы всех средств линии Petal Fresh являются безопасными, они не содержат сульфатов, ГМО, продуктов нефтехимии, фталатов, парабенов и консервантов. Все они имеют сбалансированный показатель pH, не тестируются на животных и подходят для вегетарианцев.",,https://www.letu.ru/common/img/pim/2023/09/EX_d3257cca-d56a-4692-b91b-e06f085a2d39.jpg,,,,,,
,Шампунь,71370872122,Petal Fresh,Шампунь для волос с экстрактом чайного дерева,"Water (Aqua), Sodium Lauroyl Methyl Isethionate (Derived from Coconut), Betaine (Derived from Sugar Beets), Sodium Cocoyl Isethionate (Derived from Coconut Oil), Ammonium Cocoyl Isethionate (Derived from Coconut Oil), Hydroxypropylcellulose (Derived from Cotton Fiber), *Melaleuca Alternifolia (Tea Tree) Flower/Leaf/Stem Extract, Orbignya Oleifera (Babassu) Seed Oil, Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride (Derived from Coconut Oil), Panthenol (Vitamin B5), Glycerin (Derived from Vegetable Oil), *Tussilago Farfara (Coltsfoot) Flower Extract, *Achillea Millefolium (Common Yarrow) Extract, *Equisetum Arvense (Horsetail) Extract, *Rosmarinus Officinalis (Rosemary) Leaf Extract, *Althaea Officinalis (Marshmallow) Leaf Extract, *Chamomilla Recutita (Chamomile) Flower Extract, *Melissa Officinalis (Lemon Balm) Leaf Extract, *Thymus Vulgaris (Common Thyme) Extract, Polysorbate 20 (Derived from Coconut Oil), Citric Acid (Derived from Citrus Fruit), Dehydroacetic Acid (Derived from Cane Sugar), Ethylhexylglycerin (Derived from Vegetable Oil), Sodium Chloride (Derived from Sea Salt), **Fragrance (Parfum).",https://www.letu.ru/product/petal-fresh-shampun-dlya-volos-s-ekstraktom-chainogo-dereva/59300017,"Стимулирующее органическое масло чайного дерева, входящее в состав шампуня, укрепляет кожу головы и волосы. Чайное дерево содержит природные антисептические свойства, которые питают и восстанавливают сухие, поврежденные волосы, способствуя их здоровому росту и усилению блеска. Шампунь укрепляет кожу головы, борется с сухостью и зудом. Масло Чайного дерева оказывает тонизирующее воздействие, устраняя загрязнения и восстанавливая здоровье кожи головы. Формулы всех средств линии Petal Fresh являются безопасными, они не содержат сульфатов, ГМО, продуктов нефтехимии, фталатов, парабенов и консервантов. Все они имеют сбалансированный показатель pH, не тестируются на животных и подходят для вегетарианцев.",,https://www.letu.ru/common/img/pim/2023/09/EX_4cc5383d-a891-4b11-b322-3fd46d9f5bcb.jpg,,,,,,
,Бальзам,713708723224,Petal Fresh,Кондиционер для волос с экстрактом чайного дерева,"AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE (DERIVED FROM COCONUT OIL), GLYCERIN (DERIVED FROM VEGETABLE OIL), BEHENYL ALCOHOL (DERIVED FROM COCONUT OIL), CETEARYL ALCOHOL (DERIVED FROM COCONUT OIL), CETYL ALCOHOL (DERIVED FROM COCONUT OIL), STEARYL ALCOHOL (DERIVED FROM COCONUT OIL), HYDROXYPROPYL METHYLCELLULOSE (DERIVED FROM COTTON FIBER), *OLEA EUROPAEA (OLIVE) FRUIT OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE (VITAMIN E), PANTHENOL (VITAMIN B5), *MELALEUCA ALTERNIFOLIA (TEA TREE) FLOWER/LEAF/STEM EXTRACT, *SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, ORBIGNYA OLEIFERA (BABASSU) SEED OIL, *TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT, *ACHILLEA MILLEFOLIUM (YARROW) EXTRACT, *EQUISETUM ARVENSE (HORSETAIL) EXTRACT, *ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, *ALTHAEA OFFICINALIS (MARSHMALLOW) ROOT EXTRACT, *CHAMOMILLA RECUTITA (CHAMOMILE) FLOWER EXTRACT, *MELISSA OFFICINALIS (LEMON BALM) LEAF EXTRACT, *THYMUS VULGARIS (THYME) EXTRACT, DEHYDROACETIC ACID (DERIVED FROM CANE SUGAR), ETHYLHEXYLGLYCERIN (DERIVED FROM VEGETABLE OIL), **FRAGRANCE. *CERTIFIED ORGANIC INGREDIENTS. **NATURAL FRAGRANCE WITH ESSENTIAL OILS.",https://www.letu.ru/product/petal-fresh-konditsioner-dlya-volos-s-ekstraktom-chainogo-dereva/59300024,"Стимулирующее органическое масло чайного дерева укрепляет кожу головы и волосы. Чайное дерево содержит природные антисептические свойства, которые питают и восстанавливают сухие, поврежденные волосы, способствуя их здоровому росту и усилению блеска. Кондиционер укрепляет кожу головы, борется с сухостью и зудом. Масло Чайного дерева оказывает тонизирующее действие, устраняя загрязнения и восстанавливая здоровье кожи головы. Формулы всех средств линии Petal Fresh являются безопасными, они не содержат сульфатов, ГМО, продуктов нефтехимии, фталатов, парабенов и консервантов. Все они имеют сбалансированный показатель pH, не тестируются на животных и подходят для вегетарианцев.",,https://www.letu.ru/common/img/pim/2023/09/EX_f2ca8593-f7e3-44c2-8b00-901a33e81b07.jpg,,,,,,
,Бальзам,713708723521,Petal Fresh,Кондиционер для волос с экстрактами алоэ и цитруса,"AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE (DERIVED FROM COCONUT OIL), GLYCERIN (DERIVED FROM VEGETABLE OIL), BEHENYL ALCOHOL (DERIVED FROM COCONUT OIL), CETEARYL ALCOHOL (DERIVED FROM COCONUT OIL), CETYL ALCOHOL (DERIVED FROM COCONUT OIL), STEARYL ALCOHOL (DERIVED FROM COCONUT OIL), HYDROXYPROPYL METHYLCELLULOSE (DERIVED FROM COTTON FIBER), *OLEA EUROPAEA (OLIVE) FRUIT OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE (VITAMIN E), PANTHENOL (VITAMIN B5), *ALOE BARBADENSIS (ALOE VERA) LEAF JUICE, *CITRUS AURANTIUM DULCIS (ORANGE) FRUIT EXTRACT, *CITRUS LIMON (LEMON) FRUIT EXTRACT, *CITRUS GRANDIS (GRAPEFRUIT) LEAF EXTRACT, *CITRUS NOBILIS (MANDARIN ORANGE) FRUIT EXTRACT, *SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, ORBIGNYA OLEIFERA (BABASSU) SEED OIL, *TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT, *ACHILLEA MILLEFOLIUM (YARROW) EXTRACT, *EQUISETUM ARVENSE (HORSETAIL) EXTRACT, *ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, *ALTHAEA OFFICINALIS (MARSHMALLOW) ROOT EXTRACT, *CHAMOMILLA RECUTITA (CHAMOMILE) FLOWER EXTRACT, *MELISSA OFFICINALIS (LEMON BALM) LEAF EXTRACT, *THYMUS VULGARIS (THYME) EXTRACT, DEHYDROACETIC ACID (DERIVED FROM CANE SUGAR), ETHYLHEXYLGLYCERIN (DERIVED FROM VEGETABLE OIL), **FRAGRANCE. *CERTIFIED ORGANIC INGREDIENTS. **NATURAL FRAGRANCE WITH ESSENTIAL OILS.",https://www.letu.ru/product/petal-fresh-konditsioner-dlya-volos-s-ekstraktami-aloe-i-tsitrusa/59300027,"Увлажняющие и успокаивающие свойства органического экстракта алоэ вера вместе с очищающими свойствами цитруса придадут вашим волосам мягкость и шелковистость, оставляя свежее и бодрящее ощущение на коже головы. Кондиционер возвращает волосам здоровый блеск и сияние.
Органические ингредиенты Алоэ Вера и Цитрусовых глубоко очищают, смягчают и разглаживают волосы, делая их чистыми и блестящими. Формулы всех средств линии Petal Fresh являются безопасными, они не содержат сульфатов, ГМО, продуктов нефтехимии, фталатов, парабенов и консервантов. Все они имеют сбалансированный показатель pH, не тестируются на животных и подходят для вегетарианцев.",,https://www.letu.ru/common/img/pim/2023/09/EX_bfa0c23d-dda3-4a6d-a313-999a1aa29387.jpg,,,,,,
,Бальзам,713708452087,Petal Fresh,Кондиционер очищающий кожу головы,"WATER, CETEARYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, BEHENTRIMONIUM CHLORIDE, GLYCERIN, ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT, CHARCOAL POWDER, CAMELLIA SINENSIS (MATCHA) LEAF EXTRACT, CETRIMONIUM CHLORIDE, CAPRYLOYL GLYCERIN/SEBACIC ACID COPOLYMER, DIHEPTYL SUCCINATE, ETHYLHEXYLGLYCERIN, CITRIC ACID, PHENOXYETHANOL, FRAGRANCE (PARFUM), GERANIOL, LINALOOL.",https://www.letu.ru/product/petal-fresh-konditsioner-ochishchayushchii-kozhu-golovy/114000367,"Этот замечательный кондиционер Total Detox отлично очищает и питает не только волосы, но и кожу головы. Корень имбиря, белый уголь и матча в его составе деликатно воздействуют на кожу и волосы, удаляя загрязнения и способствуя их полному обновлению.
Преимущества средства:
1)Продукт не тестировался на животных. 
2)Он полностью подходит для веганов.
3)Безопасен для окрашенных волос.
4)Не содержит сульфатов, парабенов и фталатов в составе.",,https://www.letu.ru/common/img/pim/2023/09/EX_704380b9-4a5e-4ddb-bb23-6e05e876939c.jpg,,,,,,
,Бальзам,713708724122,Petal Fresh,Кондиционер для волос укрепляющий с экстрактом морских водорослей и аргановым маслом Strengthening Conditioner Seaweed & Argan Oil,"AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE (DERIVED FROM COCONUT OIL), GLYCERIN (DERIVED FROM VEGETABLE OIL), BEHENYL ALCOHOL (DERIVED FROM COCONUT OIL), CETEARYL ALCOHOL (DERIVED FROM COCONUT OIL), CETYL ALCOHOL (DERIVED FROM COCONUT OIL), STEARYL ALCOHOL (DERIVED FROM COCONUT OIL), HYDROXYPROPYL METHYLCELLULOSE (DERIVED FROM COTTON FIBER), *OLEA EUROPAEA (OLIVE) FRUIT OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE (VITAMIN E), PANTHENOL (VITAMIN B5), *MACROCYSTIS PYRIFERA (KELP) EXTRACT, *FUCUS VESICULOSUS (BLADDERWARCK SEAWEED) EXTRACT, *ARGANIA SPINOSA (ARGAN) KERNEL OIL, *SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, ORBIGNYA OLEIFERA (BABASSU) SEED OIL, *TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT, *ACHILLEA MILLEFOLIUM (YARROW) EXTRACT, *EQUISETUM ARVENSE (HORSETAIL) EXTRACT, *ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, *ALTHAEA OFFICINALIS (MARSHMALLOW) ROOT EXTRACT, *CHAMOMILLA RECUTITA (CHAMOMILE) FLOWER EXTRACT, *MELISSA OFFICINALIS (LEMON BALM) LEAF EXTRACT, *THYMUS VULGARIS (THYME) EXTRACT, DEHYDROACETIC ACID (DERIVED FROM CANE SUGAR), ETHYLHEXYLGLYCERIN (DERIVED FROM VEGETABLE OIL), **FRAGRANCE. *CERTIFIED ORGANIC INGREDIENTS. **NATURAL FRAGRANCE WITH ESSENTIAL OILS.",https://www.letu.ru/product/petal-fresh-konditsioner-dlya-volos-ukreplyayushchii-s-ekstraktom-morskih-vodoroslei-i-arganovym-maslom-strengthening-conditioner-seaweed-argan-oil/137200922,"Преобразите даже самые пересушенные и поврежденные волосы с укрепляющим кондиционером с экстрактом морских водорослей и аргановым маслом. Сертифицированные органические морские водоросли восстанавливают силу волосяных фолликулов и корней благодаря питательным морским минералам, а сертифицированное органическое аргановое масло насыщает волосы влагой, делая их более мягкими и блестящими.
Действие:
Укрепляет волосяные фолликулы и корни волос, предотвращая их ломкость.
Придает волосам мягкость и блеск, насыщая их витаминами и минералами.
Насыщен эфирными маслами.
Не содержит агрессивных консервантов, парабенов и ГМО. Безопасен для окрашенных волос. Веган и cruelty-free.
Ключевые ингредиенты:
Морские водоросли богаты жирными кислотами, витаминами и минералами, которые известны своей пользой для волос, как ""протеиновый коктейль"", укрепляя корни и стержень.
Аргановое масло известно тем, что улучшает мягкость, шелковистость и блеск волос.",,https://www.letu.ru/common/img/pim/2023/06/EX_4845baee-5cff-4554-a9dc-8def5fef37fb.jpg,,,,,,
,Шампунь,713708721121,Petal Fresh,Шампунь для волос с экстрактом лаванды,"AQUA (WATER), SODIUM LAUROYL METHYL ISETHIONATE (DERIVED FROM COCONUT), BETAINE (DERIVED FROM SUGAR BEETS), SODIUM COCOYL ISETHIONATE (DERIVED FROM COCONUT OIL), AMMONIUM COCOYL ISETHIONATE (DERIVED FROM COCONUT OIL), HYDROXYPROPYLCELLULOSE (DERIVED FROM COTTON FIBER), *LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER/LEAF/STEM EXTRACT, ORBIGNYA OLEIFERA (BABASSU) SEED OIL, TOCOPHERYL ACETATE (VITAMIN E), CAPRYLIC/CAPRIC TRIGLYCERIDE (DERIVED FROM COCONUT OIL), PANTHENOL (VITAMIN B5), GLYCERIN (DERIVED FROM VEGETABLE OIL), *TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT, *ACHILLEA MILLEFOLIUM (YARROW) EXTRACT, *EQUISETUM ARVENSE (HORSETAIL) EXTRACT, *ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, *ALTHAEA OFFICINALIS (MARSHMALLOW) LEAF EXTRACT, *CHAMOMILLA RECUTITA (CHAMOMILE) FLOWER EXTRACT, *MELISSA OFFICINALIS (LEMON BALM) LEAF EXTRACT, *THYMUS VULGARIS (THYME) EXTRACT, POLYSORBATE-20 (DERIVED FROM COCONUT OIL), CITRIC ACID (DERIVED FROM CITRUS FRUIT), DEHYDROACETIC ACID (DERIVED FROM CANE SUGAR), ETHYLHEXYLGLYCERIN (DERIVED FROM VEGETABLE OIL), SODIUM CHLORIDE (DERIVED FROM SALT), **FRAGRANCE. *CERTIFIED ORGANIC INGREDIENTS. **NATURAL FRAGRANCE WITH ESSENTIAL OILS.",https://www.letu.ru/product/petal-fresh-shampun-dlya-volos-s-ekstraktom-lavandy/59300016,"Шампунь для волос с экстрактом лаванды поможет укрепить и увлажнить ваши волосы. Он восстанавливает сухие, ломкие волосы, укрощает непослушные и запутанные пряди. Лаванда, а также 8 других важнейших растительных экстрактов, смягчают жесткие волосы, делая их гладкими и шелковистыми. Формулы всех средств линии Petal Fresh являются безопасными, они не содержат сульфатов, ГМО, продуктов нефтехимии, фталатов, парабенов и консервантов. Все они имеют сбалансированный показатель pH, не тестируются на животных и подходят для вегетарианцев.",,https://www.letu.ru/common/img/pim/2023/09/EX_9196937d-5859-48bd-b09c-3c2cedee2113.jpg,,,,,,
,Бальзам,713708723125,Petal Fresh,Кондиционер для волос с экстрактом лаванды,"AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE (DERIVED FROM COCONUT OIL), GLYCERIN (DERIVED FROM VEGETABLE OIL), BEHENYL ALCOHOL (DERIVED FROM COCONUT OIL), CETEARYL ALCOHOL (DERIVED FROM COCONUT OIL), CETYL ALCOHOL (DERIVED FROM COCONUT OIL), STEARYL ALCOHOL (DERIVED FROM COCONUT OIL), HYDROXYPROPYL METHYLCELLULOSE (DERIVED FROM COTTON FIBER), *OLEA EUROPAEA (OLIVE) FRUIT OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE (VITAMIN E), PANTHENOL (VITAMIN B5), *LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER/LEAF/STEM EXTRACT, *SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, ORBIGNYA OLEIFERA (BABASSU) SEED OIL, *TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT, *ACHILLEA MILLEFOLIUM (YARROW) EXTRACT, *EQUISETUM ARVENSE (HORSETAIL) EXTRACT, *ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, *ALTHAEA OFFICINALIS (MARSHMALLOW) ROOT EXTRACT, *CHAMOMILLA RECUTITA (CHAMOMILE) FLOWER EXTRACT, *MELISSA OFFICINALIS (LEMON BALM) LEAF EXTRACT, *THYMUS VULGARIS (THYME) EXTRACT, DEHYDROACETIC ACID (DERIVED FROM CANE SUGAR), ETHYLHEXYLGLYCERIN (DERIVED FROM VEGETABLE OIL), **FRAGRANCE. *CERTIFIED ORGANIC INGREDIENTS. **NATURAL FRAGRANCE WITH ESSENTIAL OILS.",https://www.letu.ru/product/petal-fresh-konditsioner-dlya-volos-s-ekstraktom-lavandy/59300023,"Кондиционер для волос с экстрактом лаванды поможет укрепить и увлажнить ваши волосы. Он восстанавливает сухие, ломкие волосы, укрощает непослушные и запутанные пряди. Лаванда, а также 8 других важнейших растительных экстрактов, смягчают жесткие волосы, делая их гладкими и шелковистыми. Формулы всех средств линии Petal Fresh являются безопасными, они не содержат сульфатов, ГМО, продуктов нефтехимии, фталатов, парабенов и консервантов. Все они имеют сбалансированный показатель pH, не тестируются на животных и подходят для вегетарианцев.",,https://www.letu.ru/common/img/pim/2023/09/EX_de16278d-7967-4b29-8751-ebbf4ffa6675.jpg,,,,,,
,Бальзам,713708452018,Petal Fresh,Восстанавливающий кондиционер для поврежденных волос,"WATER (AQUA), CETEARYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OL, BEHENTRIMONIUM CHLORIDE, *BASSICA OLERACEA (KALE) ACEPHALA LEAF EXTRACT, LINOLENIC ACID (OMEGA 3), HYDROLYZED VEGETABLE PROTEN (PART-BASED KERATIN), *SALVIA OFFICINALIS (SAGE) FLOWER/LEAF/STEM EXTRACT, *PERSEA GRATISSIMA (AVOCADO) OL, ORYZA SATIVA (RICE) BRAN OIL EXTRACT, *SALVIA HISPANICA (CHIA) SEED EXTRACT, *ROSMARINUS OFFICINALS (ROSEMARY) LEAF EXTRACT, *HELIANTHUS ANNUUS (SUNFLOWER) EXTRACT, *CHENOPODIUM QUINOA (QUINOA) EXTRACT, GLYCERIN, TOCOPHEROL, CETRIMONIUM CHLORIDE, CAPRYLOYL GLYCERIN/SEBACIC ACID COPOLYMER, DIHEPTYL SUCCINATE, ETHYLHEXYLGLYCERIN, CITRIC ACID, PHENOXYETHANOL, FRAGRANCE (PARFUM), HEXYL CINNAMAL, LINALOOL. *CERIFIED ORGANIC INGREDIENTS.",https://www.letu.ru/product/petal-fresh-vosstanavlivayushchii-konditsioner-dlya-povrezhdennyh-volos/114000364,"Восстанавливающий кондиционер Damage Control работает в тандеме с восстанавливающим шампунем для восстановления и оживления поврежденных укладкой волос. Смесь экстракта капусты и жирных кислот омега-3 укрепляет пряди и восстанавливает эластичность волос, а протеины кератина возвращают волосам здоровое сияние. 
Преимущества средства:
1)Продукт не тестировался на животных. 
2)Он полностью подходит для веганов.
3)Безопасен для окрашенных волос.
4)Не содержит сульфатов, парабенов и фталатов в составе.",,https://www.letu.ru/common/img/pim/2023/09/EX_8f767d0c-a190-45e1-aa75-0256cafcc60f.jpg,,,,,,
